Order No,Item ID,Sales Date,Customer Id,City Id,Qty,Price,COGS,Discount Percent
8425,8,12/8/2017,409,71,1,97,67,33
8426,2,8/15/2017,3230,69,2,200,140,44
8427,20,6/7/2017,570,45,2,50,40,21
8428,25,8/14/2017,1613,13,1,67,53,19
8429,25,8/7/2017,1997,40,1,67,53,13
8430,15,6/14/2017,3086,49,2,40,38,45
8431,13,5/3/2017,184,66,2,52,36,36
8432,8,11/28/2017,1967,39,1,97,67,38
8433,23,1/1/2018,2579,15,2,67,46,32
8434,13,6/13/2017,1534,11,1,52,36,16
8435,11,9/25/2017,1009,92,1,73,36,5
8436,8,5/25/2017,565,29,2,97,67,23
8437,1,9/23/2017,1828,70,2,267,202,29
8438,15,9/9/2017,2496,38,2,40,38,40
8439,8,12/3/2017,1238,45,2,97,67,30
8440,30,5/17/2017,1115,14,2,40,36,15
8441,20,12/21/2017,1195,66,2,50,40,24
8442,8,11/18/2017,1592,19,2,97,67,31
8443,17,10/5/2017,2425,18,2,92,36,16
8444,30,9/24/2017,794,19,2,40,36,3
8445,24,12/23/2017,3278,20,2,91,77,29
8446,15,12/10/2017,3427,75,1,40,38,31
8447,10,9/30/2017,1180,26,1,100,84,41
8448,2,9/11/2017,3881,31,1,200,140,16
8449,16,1/3/2017,1334,97,1,60,54,29
8450,10,5/8/2017,1812,95,1,100,84,7
8451,1,12/30/2017,1767,87,1,267,202,24
8452,2,1/19/2017,1692,73,2,200,140,44
8453,10,8/29/2017,1149,2,2,100,84,20
8454,5,11/22/2017,3218,95,2,333,259,13
8455,10,2/15/2017,1981,24,1,100,84,10
8456,11,5/29/2017,1982,5,1,73,36,36
8457,14,10/23/2017,3425,77,1,83,70,39
8458,26,10/1/2017,3642,18,2,65,52,29
8459,26,11/9/2017,322,18,1,65,52,21
8460,22,2/2/2017,2685,1,1,83,70,40
8461,29,12/27/2017,3903,13,1,53,45,8
8462,4,1/12/2017,1739,18,2,233,172,1
8463,8,6/22/2017,3891,47,1,97,67,21
8464,28,8/23/2017,787,15,2,92,64,20
8465,11,10/29/2017,546,30,1,73,36,43
8466,25,4/20/2017,3446,54,2,67,53,6
8467,23,12/27/2017,117,21,1,67,46,11
8468,5,6/11/2017,1310,69,2,333,259,24
8469,8,7/12/2017,3320,74,2,97,67,41
8470,11,4/7/2017,657,64,1,73,36,11
8471,3,4/15/2017,30,83,2,753,301,20
8472,24,4/20/2017,1041,32,1,91,77,26
8473,2,8/19/2017,3560,53,1,200,140,22
8474,24,8/28/2017,1414,3,2,91,77,22
8475,23,5/7/2017,904,96,2,67,46,20
8476,15,8/30/2017,2578,38,2,40,38,13
8477,12,5/27/2017,3615,64,1,67,40,9
8478,25,9/11/2017,3131,57,2,67,53,40
8479,1,7/27/2017,1176,21,1,267,202,29
8480,11,2/8/2017,1004,71,1,73,36,30
8481,15,11/5/2017,1631,58,2,40,38,44
8482,22,8/22/2017,1249,81,2,83,70,42
8483,22,8/5/2017,2647,57,2,83,70,16
8484,2,6/26/2017,2600,49,1,200,140,15
8485,1,7/22/2017,2461,37,1,267,202,32
8486,17,8/3/2017,1595,51,1,92,36,20
8487,12,9/1/2017,1503,36,1,67,40,2
8488,8,7/1/2017,369,64,2,97,67,2
8489,29,8/23/2017,101,59,1,53,45,14
8490,8,6/13/2017,904,96,1,97,67,7
8491,28,5/6/2017,3868,76,1,92,64,34
8492,21,2/6/2017,2423,27,1,47,39,9
8493,30,9/28/2017,2161,27,1,40,36,4
8494,28,9/5/2017,555,51,2,92,64,39
8495,24,10/20/2017,1727,18,1,91,77,40
8496,19,8/29/2017,2392,19,2,83,66,39
8497,19,4/25/2017,821,77,2,83,66,13
8498,12,6/2/2017,160,92,2,67,40,22
8499,3,2/12/2017,2319,40,2,753,301,38
8500,22,10/15/2017,2678,59,2,83,70,45
8501,19,3/9/2017,1422,63,1,83,66,37
8502,7,9/11/2017,829,74,1,100,78,5
8503,11,3/2/2017,1431,99,2,73,36,39
8504,3,2/12/2017,511,98,1,753,301,21
8505,29,4/25/2017,2914,36,2,53,45,26
8506,5,12/12/2017,2216,32,2,333,259,25
8507,9,4/12/2017,2867,21,2,100,83,14
8508,4,1/9/2017,2687,59,1,233,172,25
8509,7,9/5/2017,3920,23,1,100,78,39
8510,24,10/28/2017,3568,56,2,91,77,23
8511,11,6/9/2017,3362,11,1,73,36,26
8512,17,1/31/2017,962,76,2,92,36,36
8513,20,11/4/2017,656,6,1,50,40,7
8514,18,12/13/2017,2586,33,2,83,53,13
8515,8,7/24/2017,2503,28,2,97,67,1
8516,18,2/9/2017,2468,9,1,83,53,23
8517,4,9/7/2017,2802,33,1,233,172,8
8518,11,1/11/2017,3098,25,1,73,36,32
8519,3,1/19/2017,183,50,2,753,301,37
8520,23,10/5/2017,2957,47,1,67,46,12
8521,12,5/12/2017,2344,25,2,67,40,40
8522,19,3/27/2017,2271,12,1,83,66,15
8523,10,10/2/2017,2519,30,1,100,84,3
8524,4,6/16/2017,1187,45,2,233,172,9
8525,16,3/14/2017,2041,84,1,60,54,17
8526,27,1/28/2017,2980,26,1,83,66,35
8527,26,8/16/2017,1185,68,1,65,52,36
8528,13,11/9/2017,1093,24,1,52,36,1
8529,13,12/26/2017,3298,65,2,52,36,22
8530,7,10/8/2017,786,90,1,100,78,42
8531,16,10/31/2017,2135,13,2,60,54,30
8532,8,8/17/2017,3268,91,1,97,67,28
8533,12,10/26/2017,2888,39,2,67,40,31
8534,27,5/1/2017,1717,25,2,83,66,41
8535,13,9/27/2017,1479,100,2,52,36,7
8536,10,4/8/2017,1408,77,1,100,84,5
8537,8,6/4/2017,842,73,1,97,67,1
8538,5,2/17/2017,925,95,1,333,259,11
8539,12,5/17/2017,3645,43,2,67,40,11
8540,23,10/4/2017,3856,64,2,67,46,25
8541,6,10/1/2017,1188,19,2,93,65,24
8542,21,2/4/2017,3112,57,1,47,39,31
8543,6,7/13/2017,76,88,2,93,65,29
8544,30,1/15/2017,2601,34,2,40,36,37
8545,12,3/17/2017,1536,63,1,67,40,18
8546,22,7/7/2017,1292,77,1,83,70,20
8547,28,10/16/2017,2865,11,2,92,64,21
8548,27,2/22/2017,121,20,2,83,66,21
8549,18,9/3/2017,1964,76,2,83,53,15
8550,27,1/28/2017,446,100,1,83,66,30
8551,2,12/20/2017,1079,90,1,200,140,15
8552,26,3/25/2017,41,44,1,65,52,8
8553,7,5/13/2017,1121,71,1,100,78,39
8554,6,2/28/2017,3150,42,2,93,65,9
8555,6,9/26/2017,2652,2,2,93,65,10
8556,12,3/8/2017,3419,16,2,67,40,28
8557,21,1/14/2017,2542,39,1,47,39,35
8558,23,8/29/2017,2360,55,1,67,46,26
8559,10,11/7/2017,253,8,1,100,84,40
8560,28,4/17/2017,1827,80,1,92,64,10
8561,18,7/20/2017,1938,8,1,83,53,9
8562,17,1/13/2017,2644,40,2,92,36,27
8563,14,8/5/2017,3702,71,2,83,70,7
8564,23,7/22/2017,2331,53,1,67,46,34
8565,20,5/17/2017,2158,75,1,50,40,3
8566,11,12/4/2017,1785,68,1,73,36,35
8567,15,3/4/2017,3577,67,1,40,38,17
8568,21,8/8/2017,2355,17,1,47,39,1
8569,14,7/8/2017,97,88,2,83,70,33
8570,4,11/22/2017,1615,82,2,233,172,10
8571,28,2/3/2017,594,33,2,92,64,43
8572,30,1/5/2017,2396,28,1,40,36,1
8573,17,2/15/2017,904,96,1,92,36,18
8574,16,7/30/2017,533,67,2,60,54,12
8575,25,8/11/2017,1188,19,2,67,53,22
8576,7,5/5/2017,577,97,1,100,78,14
8577,11,10/29/2017,1938,8,1,73,36,14
8578,5,6/14/2017,2553,18,2,333,259,34
8579,5,9/19/2017,1398,65,2,333,259,36
8580,27,8/9/2017,3532,67,2,83,66,37
8581,21,7/28/2017,3305,26,1,47,39,43
8582,9,8/24/2017,2861,3,2,100,83,3
8583,26,12/26/2017,3923,21,1,65,52,44
8584,3,2/11/2017,2692,13,2,753,301,34
8585,18,10/1/2017,3415,45,2,83,53,38
8586,21,2/14/2017,327,76,1,47,39,40
8587,10,1/12/2017,2861,3,1,100,84,38
8588,25,5/7/2017,1304,82,1,67,53,4
8589,5,9/5/2017,2140,24,2,333,259,28
8590,10,8/23/2017,1590,58,1,100,84,29
8591,13,9/24/2017,1123,55,1,52,36,11
8592,4,1/16/2017,3332,4,1,233,172,10
8593,1,7/1/2017,42,34,1,267,202,44
8594,21,1/3/2018,2651,33,2,47,39,39
8595,22,11/4/2017,1650,74,2,83,70,10
8596,4,6/11/2017,2426,1,1,233,172,37
8597,24,3/26/2017,3353,29,2,91,77,40
8598,18,6/11/2017,2676,25,2,83,53,25
8599,15,9/22/2017,3196,97,2,40,38,22
8600,17,9/5/2017,742,87,2,92,36,17
8601,14,12/11/2017,990,89,1,83,70,15
8602,13,6/8/2017,379,58,2,52,36,14
8603,16,3/5/2017,2849,19,2,60,54,17
8604,15,4/11/2017,1676,31,2,40,38,13
8605,6,6/25/2017,1921,43,1,93,65,3
8606,11,8/21/2017,790,17,2,73,36,24
8607,17,5/7/2017,2260,23,1,92,36,13
8608,20,11/27/2017,3585,23,1,50,40,20
8609,7,5/2/2017,1758,17,1,100,78,42
8610,2,11/28/2017,3890,70,2,200,140,27
8611,8,3/19/2017,2113,41,2,97,67,32
8612,19,12/24/2017,3194,16,2,83,66,14
8613,28,12/25/2017,2054,12,2,92,64,3
8614,21,5/24/2017,3715,79,2,47,39,17
8615,4,8/2/2017,3961,21,1,233,172,18
8616,21,5/1/2017,1429,14,2,47,39,28
8617,19,11/14/2017,3267,75,2,83,66,17
8618,21,12/4/2017,1165,79,1,47,39,42
8619,25,3/27/2017,2385,16,1,67,53,11
8620,15,11/9/2017,750,39,1,40,38,30
8621,6,2/3/2017,545,67,1,93,65,25
8622,4,1/8/2017,1281,79,2,233,172,27
8623,2,1/2/2017,3299,24,1,200,140,28
8624,23,3/28/2017,1543,84,2,67,46,24
8625,25,2/2/2017,3688,79,2,67,53,39
8626,14,4/16/2017,3608,95,1,83,70,43
8627,17,5/16/2017,3306,61,2,92,36,39
8628,6,7/8/2017,2734,59,1,93,65,40
8629,12,2/3/2017,1187,45,1,67,40,29
8630,15,6/29/2017,2050,16,2,40,38,17
8631,12,5/21/2017,1353,21,1,67,40,33
8632,27,6/25/2017,2481,35,1,83,66,10
8633,12,5/1/2017,3695,16,1,67,40,38
8634,28,8/25/2017,3768,32,1,92,64,33
8635,6,1/30/2017,1929,74,2,93,65,32
8636,19,8/24/2017,491,57,2,83,66,16
8637,15,5/20/2017,3527,33,2,40,38,26
8638,12,12/19/2017,1584,20,1,67,40,14
8639,4,6/23/2017,3131,57,2,233,172,36
8640,21,6/12/2017,3012,3,1,47,39,34
8641,19,11/11/2017,106,71,2,83,66,32
8642,7,8/3/2017,1467,9,2,100,78,12
8643,25,5/10/2017,1852,77,2,67,53,8
8644,24,1/27/2017,2243,17,2,91,77,15
8645,14,8/21/2017,583,9,1,83,70,17
8646,24,10/16/2017,3723,8,2,91,77,12
8647,2,12/17/2017,411,31,2,200,140,22
8648,22,7/18/2017,2522,27,1,83,70,4
8649,17,9/4/2017,2055,70,1,92,36,33
8650,8,6/21/2017,334,98,2,97,67,12
8651,10,12/8/2017,1291,33,1,100,84,31
8652,18,4/25/2017,3220,51,2,83,53,27
8653,24,3/13/2017,754,99,2,91,77,43
8654,3,6/21/2017,830,13,1,753,301,7
8655,17,1/16/2017,2051,9,1,92,36,19
8656,22,5/22/2017,1911,25,2,83,70,33
8657,10,5/27/2017,287,1,2,100,84,23
8658,11,1/4/2017,2732,34,2,73,36,28
8659,1,8/1/2017,3264,21,1,267,202,19
8660,18,3/8/2017,2301,40,1,83,53,11
8661,25,12/28/2017,3419,16,1,67,53,30
8662,11,4/3/2017,3644,8,1,73,36,15
8663,13,10/9/2017,545,67,1,52,36,43
8664,13,5/9/2017,162,51,2,52,36,11
8665,18,3/19/2017,3721,54,1,83,53,11
8666,13,2/25/2017,2934,54,2,52,36,16
8667,1,5/29/2017,686,62,1,267,202,13
8668,21,6/2/2017,84,4,1,47,39,33
8669,10,1/20/2017,1485,27,1,100,84,1
8670,10,3/13/2017,1733,16,2,100,84,42
8671,13,3/12/2017,343,1,2,52,36,14
8672,11,1/4/2017,1411,78,1,73,36,37
8673,21,3/21/2017,73,25,1,47,39,23
8674,13,11/24/2017,2557,4,1,52,36,35
8675,6,7/3/2017,1744,33,1,93,65,24
8676,25,3/19/2017,769,98,1,67,53,40
8677,6,3/5/2017,949,43,1,93,65,16
8678,7,11/27/2017,3480,20,1,100,78,23
8679,22,10/25/2017,2120,87,2,83,70,34
8680,6,6/19/2017,1012,38,2,93,65,24
8681,4,5/18/2017,535,34,2,233,172,22
8682,26,1/29/2017,1467,9,1,65,52,44
8683,5,1/3/2018,1286,16,2,333,259,36
8684,12,3/19/2017,3995,17,2,67,40,7
8685,17,10/19/2017,1010,24,1,92,36,35
8686,23,11/13/2017,3424,6,1,67,46,31
8687,12,11/15/2017,3030,38,1,67,40,16
8688,3,6/11/2017,197,92,2,753,301,26
8689,13,6/22/2017,613,55,2,52,36,30
8690,26,8/11/2017,2264,4,1,65,52,30
8691,16,9/1/2017,1383,85,1,60,54,25
8692,2,7/12/2017,1212,18,2,200,140,6
8693,12,9/16/2017,3026,7,2,67,40,22
8694,28,2/25/2017,1946,67,2,92,64,40
8695,9,1/3/2017,2584,47,1,100,83,21
8696,21,4/28/2017,2255,36,2,47,39,23
8697,5,8/31/2017,3227,20,1,333,259,6
8698,12,7/28/2017,1606,66,2,67,40,18
8699,1,8/14/2017,2950,42,2,267,202,23
8700,6,4/7/2017,137,74,1,93,65,5
8701,1,8/1/2017,10,33,2,267,202,39
8702,25,3/24/2017,3214,2,1,67,53,43
8703,27,11/17/2017,2024,52,2,83,66,6
8704,25,3/4/2017,70,12,1,67,53,44
8705,14,1/2/2018,1664,42,1,83,70,26
8706,21,4/2/2017,3965,36,1,47,39,44
8707,7,9/25/2017,143,35,2,100,78,16
8708,6,5/26/2017,1146,44,1,93,65,35
8709,2,2/4/2017,505,44,2,200,140,26
8710,6,5/14/2017,1786,57,1,93,65,25
8711,24,5/20/2017,2049,71,2,91,77,30
8712,7,5/1/2017,2332,50,2,100,78,22
8713,2,9/12/2017,1996,57,1,200,140,28
8714,27,7/30/2017,1889,86,1,83,66,8
8715,11,10/30/2017,3791,94,1,73,36,32
8716,10,1/3/2017,1374,72,1,100,84,39
8717,12,11/17/2017,2847,31,1,67,40,25
8718,27,9/8/2017,455,37,2,83,66,22
8719,28,10/28/2017,2498,5,1,92,64,16
8720,1,12/17/2017,3961,21,2,267,202,10
8721,5,8/28/2017,2561,43,1,333,259,10
8722,14,7/7/2017,2780,2,2,83,70,23
8723,17,2/17/2017,2631,4,1,92,36,16
8724,1,4/28/2017,2069,27,1,267,202,25
8725,23,1/23/2017,1489,72,2,67,46,35
8726,16,10/19/2017,2806,29,2,60,54,15
8727,15,1/20/2017,3436,21,2,40,38,27
8728,5,11/21/2017,162,51,2,333,259,41
8729,21,4/12/2017,1867,88,2,47,39,19
8730,20,2/28/2017,804,91,2,50,40,19
8731,23,2/11/2017,292,55,2,67,46,5
8732,10,12/11/2017,804,91,1,100,84,26
8733,25,10/31/2017,2471,54,2,67,53,40
8734,26,9/1/2017,181,75,1,65,52,31
8735,4,7/14/2017,3658,12,1,233,172,29
8736,14,6/25/2017,863,91,1,83,70,35
8737,17,3/15/2017,2270,30,2,92,36,32
8738,23,10/6/2017,2041,84,2,67,46,6
8739,8,12/29/2017,1926,88,2,97,67,40
8740,17,7/29/2017,2985,8,2,92,36,29
8741,24,9/11/2017,156,4,1,91,77,31
8742,25,7/29/2017,499,82,1,67,53,42
8743,21,10/6/2017,1774,58,2,47,39,17
8744,16,6/19/2017,111,56,1,60,54,21
8745,15,1/29/2017,1567,62,1,40,38,6
8746,13,9/20/2017,545,67,2,52,36,10
8747,11,1/3/2017,3836,54,1,73,36,17
8748,20,9/18/2017,3143,99,1,50,40,4
8749,15,9/5/2017,1704,98,2,40,38,40
8750,1,12/16/2017,3332,4,1,267,202,26
8751,13,10/5/2017,3181,85,1,52,36,5
8752,1,9/18/2017,1389,34,2,267,202,3
8753,26,3/8/2017,1695,9,1,65,52,33
8754,16,7/2/2017,2257,33,1,60,54,6
8755,17,5/8/2017,1418,93,1,92,36,21
8756,12,1/31/2017,357,68,1,67,40,36
8757,19,3/16/2017,1884,43,2,83,66,2
8758,5,8/23/2017,897,2,2,333,259,42
8759,21,9/22/2017,2013,96,1,47,39,25
8760,28,11/6/2017,1959,53,1,92,64,19
8761,4,12/17/2017,1723,30,2,233,172,6
8762,8,3/11/2017,1867,88,1,97,67,25
8763,29,9/3/2017,1912,94,1,53,45,14
8764,24,3/28/2017,433,19,2,91,77,11
8765,25,8/10/2017,3226,18,2,67,53,21
8766,20,1/7/2017,873,80,1,50,40,35
8767,20,9/6/2017,812,68,1,50,40,9
8768,20,7/6/2017,3802,86,2,50,40,4
8769,30,7/30/2017,2878,6,2,40,36,17
8770,17,4/28/2017,3546,67,1,92,36,32
8771,4,8/10/2017,1364,96,2,233,172,6
8772,29,8/25/2017,64,74,1,53,45,39
8773,29,9/29/2017,2110,25,2,53,45,15
8774,3,12/10/2017,3327,22,1,753,301,5
8775,28,8/6/2017,1915,34,1,92,64,27
8776,26,11/25/2017,3257,40,1,65,52,24
8777,25,8/5/2017,1455,42,1,67,53,39
8778,15,5/1/2017,1944,60,2,40,38,2
8779,28,6/21/2017,3308,54,1,92,64,14
8780,14,11/3/2017,887,54,2,83,70,34
8781,8,1/22/2017,1905,92,2,97,67,29
8782,22,7/10/2017,1727,18,1,83,70,33
8783,16,8/10/2017,1004,71,1,60,54,44
8784,3,5/6/2017,3496,20,2,753,301,3
8785,12,8/14/2017,1877,81,1,67,40,3
8786,25,12/18/2017,3084,9,2,67,53,15
8787,22,9/22/2017,3051,20,2,83,70,22
8788,8,11/13/2017,2559,15,1,97,67,7
8789,13,9/14/2017,1636,61,2,52,36,26
8790,24,6/15/2017,2658,21,2,91,77,12
8791,13,11/11/2017,2368,28,2,52,36,3
8792,4,7/12/2017,680,64,2,233,172,35
8793,16,9/18/2017,557,78,2,60,54,16
8794,21,11/1/2017,2195,81,1,47,39,26
8795,29,10/29/2017,2227,28,2,53,45,14
8796,21,7/12/2017,2287,42,1,47,39,29
8797,21,1/3/2017,1708,77,2,47,39,37
8798,26,10/8/2017,3218,95,1,65,52,5
8799,29,8/19/2017,1126,64,1,53,45,45
8800,4,9/19/2017,408,73,1,233,172,6
8801,6,4/9/2017,2683,15,1,93,65,24
8802,28,2/19/2017,3800,68,1,92,64,34
8803,11,12/2/2017,430,77,1,73,36,30
8804,18,5/26/2017,1161,12,2,83,53,8
8805,8,9/7/2017,2188,16,2,97,67,32
8806,8,5/7/2017,2765,11,2,97,67,44
8807,21,4/17/2017,1614,21,1,47,39,24
8808,5,11/24/2017,2514,10,1,333,259,24
8809,27,4/24/2017,951,98,2,83,66,23
8810,14,3/17/2017,294,51,2,83,70,10
8811,22,2/5/2017,81,51,2,83,70,23
8812,20,4/30/2017,1880,67,1,50,40,3
8813,26,2/6/2017,245,58,2,65,52,30
8814,18,9/22/2017,2596,48,1,83,53,8
8815,2,11/27/2017,1684,29,2,200,140,2
8816,20,2/10/2017,1832,17,1,50,40,10
8817,3,1/12/2017,128,14,2,753,301,5
8818,14,6/29/2017,1736,22,2,83,70,26
8819,19,6/4/2017,2597,35,1,83,66,40
8820,20,4/6/2017,2518,9,1,50,40,16
8821,2,10/22/2017,1273,80,2,200,140,27
8822,10,8/1/2017,2893,5,2,100,84,17
8823,8,12/27/2017,253,8,1,97,67,30
8824,7,3/28/2017,917,67,2,100,78,25
8825,6,5/29/2017,2106,4,2,93,65,13
8826,23,5/4/2017,1240,85,2,67,46,28
8827,8,3/29/2017,617,80,1,97,67,19
8828,12,1/3/2017,2989,27,1,67,40,45
8829,1,5/6/2017,2724,34,2,267,202,2
8830,16,3/15/2017,2498,5,2,60,54,5
8831,16,8/25/2017,2651,33,1,60,54,34
8832,7,10/4/2017,1038,15,2,100,78,17
8833,21,3/5/2017,515,26,2,47,39,39
8834,5,2/27/2017,975,97,1,333,259,32
8835,4,10/19/2017,2453,10,2,233,172,43
8836,11,6/30/2017,2862,43,1,73,36,35
8837,14,10/6/2017,2975,31,2,83,70,42
8838,2,12/9/2017,1525,52,1,200,140,31
8839,10,1/12/2017,59,53,2,100,84,19
8840,14,2/4/2017,1780,44,2,83,70,44
8841,5,6/27/2017,3914,47,2,333,259,2
8842,5,5/8/2017,2737,52,2,333,259,37
8843,3,6/11/2017,2587,25,1,753,301,23
8844,29,12/26/2017,3355,2,2,53,45,6
8845,9,6/2/2017,790,17,1,100,83,23
8846,12,8/31/2017,3285,73,2,67,40,15
8847,18,9/15/2017,2439,20,2,83,53,3
8848,10,10/2/2017,3902,2,2,100,84,6
8849,6,3/6/2017,2618,41,1,93,65,37
8850,19,3/30/2017,3288,55,2,83,66,12
8851,29,5/1/2017,3963,8,1,53,45,24
8852,22,2/10/2017,1306,99,2,83,70,19
8853,13,6/19/2017,3386,83,1,52,36,43
8854,24,5/31/2017,704,14,2,91,77,22
8855,2,6/7/2017,204,62,1,200,140,10
8856,10,11/1/2017,3094,19,1,100,84,2
8857,18,8/23/2017,3814,89,2,83,53,38
8858,16,10/25/2017,1510,75,2,60,54,42
8859,13,8/17/2017,3065,2,2,52,36,2
8860,28,10/3/2017,1112,26,2,92,64,1
8861,24,8/27/2017,2390,1,1,91,77,10
8862,12,4/20/2017,1915,34,1,67,40,6
8863,20,2/8/2017,2695,39,1,50,40,36
8864,1,5/1/2017,2062,51,1,267,202,17
8865,8,4/27/2017,1822,11,1,97,67,13
8866,15,2/5/2017,80,22,2,40,38,17
8867,22,5/17/2017,3598,80,2,83,70,16
8868,15,7/9/2017,2872,26,1,40,38,25
8869,16,9/4/2017,3020,50,1,60,54,41
8870,17,12/1/2017,1570,39,2,92,36,1
8871,30,5/15/2017,186,39,2,40,36,2
8872,25,4/4/2017,1727,18,1,67,53,3
8873,23,5/8/2017,2165,49,2,67,46,7
8874,1,5/4/2017,1760,21,1,267,202,22
8875,14,2/24/2017,3493,2,2,83,70,21
8876,10,5/28/2017,1274,83,1,100,84,27
8877,27,11/11/2017,2498,5,2,83,66,32
8878,7,1/28/2017,627,60,2,100,78,6
8879,21,5/22/2017,3843,39,2,47,39,43
8880,20,8/19/2017,2275,35,1,50,40,27
8881,2,10/13/2017,286,43,2,200,140,31
8882,28,6/11/2017,959,13,2,92,64,1
8883,14,5/4/2017,134,63,1,83,70,32
8884,4,5/14/2017,3316,39,1,233,172,28
8885,14,8/9/2017,1995,45,1,83,70,18
8886,10,1/25/2017,140,46,2,100,84,36
8887,26,10/18/2017,3476,22,2,65,52,32
8888,26,7/8/2017,967,88,2,65,52,3
8889,2,10/19/2017,2573,60,2,200,140,36
8890,8,8/24/2017,612,35,2,97,67,11
8891,7,9/9/2017,3788,10,2,100,78,30
8892,23,1/10/2017,2537,10,2,67,46,13
8893,3,7/12/2017,2087,42,1,753,301,27
8894,2,9/24/2017,987,74,1,200,140,18
8895,25,4/5/2017,3416,3,2,67,53,31
8896,13,4/4/2017,1295,37,1,52,36,29
8897,9,10/15/2017,3970,37,1,100,83,34
8898,25,7/7/2017,2658,21,2,67,53,26
8899,27,12/2/2017,3838,71,1,83,66,12
8900,9,1/9/2017,2858,44,2,100,83,27
8901,7,11/10/2017,3204,61,2,100,78,42
8902,8,1/8/2017,242,15,2,97,67,37
8903,27,11/13/2017,1856,56,1,83,66,1
8904,23,12/24/2017,1014,82,2,67,46,20
8905,27,11/28/2017,2295,38,2,83,66,22
8906,16,4/12/2017,2356,46,2,60,54,3
8907,21,9/25/2017,1337,97,2,47,39,32
8908,11,8/24/2017,874,32,1,73,36,32
8909,13,3/21/2017,930,83,2,52,36,13
8910,21,2/25/2017,2697,20,2,47,39,11
8911,27,5/25/2017,2,64,2,83,66,4
8912,27,7/11/2017,3841,45,2,83,66,2
8913,11,8/13/2017,2274,51,1,73,36,28
8914,10,9/11/2017,2683,15,1,100,84,4
8915,24,1/25/2017,2645,54,1,91,77,32
8916,26,3/2/2017,900,7,1,65,52,32
8917,22,4/13/2017,1837,11,1,83,70,5
8918,20,12/11/2017,3548,88,1,50,40,26
8919,5,1/18/2017,1286,16,2,333,259,42
8920,4,8/20/2017,2411,59,2,233,172,4
8921,11,9/22/2017,2890,27,2,73,36,11
8922,23,11/9/2017,3714,33,1,67,46,17
8923,27,3/13/2017,3934,53,1,83,66,18
8924,16,5/14/2017,3836,54,2,60,54,22
8925,24,2/20/2017,69,45,2,91,77,14
8926,10,7/12/2017,942,17,1,100,84,37
8927,12,10/13/2017,804,91,1,67,40,1
8928,21,8/12/2017,144,10,1,47,39,30
8929,2,1/6/2017,88,83,2,200,140,37
8930,25,9/11/2017,1199,92,2,67,53,14
8931,29,7/1/2017,3936,98,2,53,45,10
8932,12,1/12/2017,480,6,1,67,40,44
8933,2,8/12/2017,2753,5,2,200,140,41
8934,10,9/5/2017,2038,97,2,100,84,44
8935,17,5/26/2017,331,11,2,92,36,29
8936,18,11/3/2017,3104,53,2,83,53,18
8937,13,6/18/2017,1264,66,1,52,36,15
8938,12,11/19/2017,219,83,2,67,40,17
8939,29,9/11/2017,3110,34,2,53,45,11
8940,7,12/1/2017,1405,72,2,100,78,38
8941,29,6/13/2017,1545,28,1,53,45,29
8942,9,10/30/2017,2744,30,2,100,83,44
8943,4,5/18/2017,3939,61,2,233,172,41
8944,29,11/12/2017,566,18,1,53,45,22
8945,18,10/11/2017,614,92,2,83,53,34
8946,23,11/26/2017,3058,51,1,67,46,20
8947,20,10/27/2017,800,31,2,50,40,6
8948,25,2/26/2017,2753,5,1,67,53,40
8949,17,8/8/2017,956,72,1,92,36,39
8950,19,12/4/2017,1769,92,2,83,66,2
8951,25,7/13/2017,2708,35,2,67,53,29
8952,12,12/13/2017,2652,2,1,67,40,38
8953,17,2/9/2017,34,85,2,92,36,16
8954,2,10/29/2017,61,26,2,200,140,43
8955,2,7/29/2017,1864,82,2,200,140,29
8956,6,12/13/2017,703,48,1,93,65,24
8957,21,9/26/2017,1603,1,1,47,39,31
8958,11,1/28/2017,1086,77,2,73,36,8
8959,16,12/9/2017,2175,29,2,60,54,35
8960,9,7/20/2017,676,1,1,100,83,41
8961,30,9/16/2017,2986,26,1,40,36,13
8962,5,10/15/2017,1414,3,2,333,259,7
8963,23,11/7/2017,2039,16,1,67,46,33
8964,21,8/17/2017,1671,16,1,47,39,3
8965,17,3/4/2017,1194,56,1,92,36,10
8966,13,1/28/2017,2279,20,2,52,36,22
8967,14,4/4/2017,3156,88,2,83,70,6
8968,21,5/28/2017,1267,50,2,47,39,12
8969,23,8/31/2017,1438,2,2,67,46,33
8970,16,11/8/2017,633,50,1,60,54,8
8971,23,10/1/2017,1263,55,2,67,46,25
8972,2,3/24/2017,2813,57,1,200,140,4
8973,12,5/31/2017,2226,55,1,67,40,32
8974,23,1/12/2017,2575,56,1,67,46,3
8975,27,10/1/2017,407,50,2,83,66,43
8976,20,9/29/2017,1303,2,1,50,40,6
8977,11,3/1/2017,3969,2,2,73,36,7
8978,7,2/17/2017,1521,86,2,100,78,11
8979,24,6/15/2017,2428,11,1,91,77,31
8980,11,4/11/2017,2475,22,1,73,36,33
8981,4,2/14/2017,1423,97,2,233,172,6
8982,5,11/6/2017,710,37,2,333,259,20
8983,1,5/5/2017,399,88,2,267,202,43
8984,14,5/18/2017,2387,7,2,83,70,44
8985,3,9/10/2017,3513,10,1,753,301,45
8986,13,9/18/2017,1562,4,1,52,36,36
8987,29,3/5/2017,1015,80,2,53,45,43
