Date,Is Today,Month Year,Month Year sort,Month Rank,Work Day,Work Date,Work Date With WE,Work Day Rank,Work Date with WE Rank,Work Day This month,Week Start With Year,Week Start Date,Last working date,Qtr Year,Qtr Year Sort,Year
6/6/2018 0:00,6/6/2018,Jun-2018,201806,24,1,6/6/2018 0:00,6/6/2018 0:00,114,113,4,23,6/4/2018 0:00,6/5/2018 0:00,Q22018,20182,2018
6/7/2018 0:00,6/7/2018,Jun-2018,201806,24,1,6/7/2018 0:00,6/7/2018 0:00,115,114,5,23,6/4/2018 0:00,6/6/2018 0:00,Q22018,20182,2018
6/8/2018 0:00,6/8/2018,Jun-2018,201806,24,1,6/8/2018 0:00,6/8/2018 0:00,116,115,6,23,6/4/2018 0:00,6/7/2018 0:00,Q22018,20182,2018
6/9/2018 0:00,6/9/2018,Jun-2018,201806,24,0,,6/8/2018 0:00,,115,,23,6/4/2018 0:00,,Q22018,20182,2018
6/10/2018 0:00,6/10/2018,Jun-2018,201806,24,0,,6/8/2018 0:00,,115,,23,6/4/2018 0:00,,Q22018,20182,2018
6/11/2018 0:00,6/11/2018,Jun-2018,201806,24,1,6/11/2018 0:00,6/11/2018 0:00,117,116,7,24,6/11/2018 0:00,6/8/2018 0:00,Q22018,20182,2018
6/12/2018 0:00,6/12/2018,Jun-2018,201806,24,1,6/12/2018 0:00,6/12/2018 0:00,118,117,8,24,6/11/2018 0:00,6/11/2018 0:00,Q22018,20182,2018
6/13/2018 0:00,6/13/2018,Jun-2018,201806,24,1,6/13/2018 0:00,6/13/2018 0:00,119,118,9,24,6/11/2018 0:00,6/12/2018 0:00,Q22018,20182,2018
6/14/2018 0:00,6/14/2018,Jun-2018,201806,24,1,6/14/2018 0:00,6/14/2018 0:00,120,119,10,24,6/11/2018 0:00,6/13/2018 0:00,Q22018,20182,2018
6/15/2018 0:00,6/15/2018,Jun-2018,201806,24,1,6/15/2018 0:00,6/15/2018 0:00,121,120,11,24,6/11/2018 0:00,6/14/2018 0:00,Q22018,20182,2018
6/16/2018 0:00,6/16/2018,Jun-2018,201806,24,0,,6/15/2018 0:00,,120,,24,6/11/2018 0:00,,Q22018,20182,2018
6/17/2018 0:00,6/17/2018,Jun-2018,201806,24,0,,6/15/2018 0:00,,120,,24,6/11/2018 0:00,,Q22018,20182,2018
6/18/2018 0:00,6/18/2018,Jun-2018,201806,24,1,6/18/2018 0:00,6/18/2018 0:00,122,121,12,25,6/18/2018 0:00,6/15/2018 0:00,Q22018,20182,2018
6/19/2018 0:00,6/19/2018,Jun-2018,201806,24,1,6/19/2018 0:00,6/19/2018 0:00,123,122,13,25,6/18/2018 0:00,6/18/2018 0:00,Q22018,20182,2018
6/20/2018 0:00,6/20/2018,Jun-2018,201806,24,1,6/20/2018 0:00,6/20/2018 0:00,124,123,14,25,6/18/2018 0:00,6/19/2018 0:00,Q22018,20182,2018
6/21/2018 0:00,6/21/2018,Jun-2018,201806,24,1,6/21/2018 0:00,6/21/2018 0:00,125,124,15,25,6/18/2018 0:00,6/20/2018 0:00,Q22018,20182,2018
6/22/2018 0:00,6/22/2018,Jun-2018,201806,24,1,6/22/2018 0:00,6/22/2018 0:00,126,125,16,25,6/18/2018 0:00,6/21/2018 0:00,Q22018,20182,2018
6/23/2018 0:00,6/23/2018,Jun-2018,201806,24,0,,6/22/2018 0:00,,125,,25,6/18/2018 0:00,,Q22018,20182,2018
6/24/2018 0:00,6/24/2018,Jun-2018,201806,24,0,,6/22/2018 0:00,,125,,25,6/18/2018 0:00,,Q22018,20182,2018
6/25/2018 0:00,6/25/2018,Jun-2018,201806,24,1,6/25/2018 0:00,6/25/2018 0:00,127,126,17,26,6/25/2018 0:00,6/22/2018 0:00,Q22018,20182,2018
6/26/2018 0:00,6/26/2018,Jun-2018,201806,24,1,6/26/2018 0:00,6/26/2018 0:00,128,127,18,26,6/25/2018 0:00,6/25/2018 0:00,Q22018,20182,2018
6/27/2018 0:00,6/27/2018,Jun-2018,201806,24,1,6/27/2018 0:00,6/27/2018 0:00,129,128,19,26,6/25/2018 0:00,6/26/2018 0:00,Q22018,20182,2018
6/28/2018 0:00,6/28/2018,Jun-2018,201806,24,1,6/28/2018 0:00,6/28/2018 0:00,130,129,20,26,6/25/2018 0:00,6/27/2018 0:00,Q22018,20182,2018
6/29/2018 0:00,6/29/2018,Jun-2018,201806,24,1,6/29/2018 0:00,6/29/2018 0:00,131,130,21,26,6/25/2018 0:00,6/28/2018 0:00,Q22018,20182,2018
6/30/2018 0:00,6/30/2018,Jun-2018,201806,24,0,,6/29/2018 0:00,,130,,26,6/25/2018 0:00,,Q22018,20182,2018
7/1/2018 0:00,7/1/2018,Jul-2018,201807,23,0,,6/29/2018 0:00,,130,,26,6/25/2018 0:00,,Q32018,20183,2018
7/2/2018 0:00,7/2/2018,Jul-2018,201807,23,1,7/2/2018 0:00,7/2/2018 0:00,132,131,1,27,7/2/2018 0:00,6/29/2018 0:00,Q32018,20183,2018
7/3/2018 0:00,7/3/2018,Jul-2018,201807,23,1,7/3/2018 0:00,7/3/2018 0:00,133,132,2,27,7/2/2018 0:00,7/2/2018 0:00,Q32018,20183,2018
7/4/2018 0:00,7/4/2018,Jul-2018,201807,23,1,7/4/2018 0:00,7/4/2018 0:00,134,133,3,27,7/2/2018 0:00,7/3/2018 0:00,Q32018,20183,2018
7/5/2018 0:00,7/5/2018,Jul-2018,201807,23,1,7/5/2018 0:00,7/5/2018 0:00,135,134,4,27,7/2/2018 0:00,7/4/2018 0:00,Q32018,20183,2018
7/6/2018 0:00,7/6/2018,Jul-2018,201807,23,1,7/6/2018 0:00,7/6/2018 0:00,136,135,5,27,7/2/2018 0:00,7/5/2018 0:00,Q32018,20183,2018
7/7/2018 0:00,7/7/2018,Jul-2018,201807,23,0,,7/6/2018 0:00,,135,,27,7/2/2018 0:00,,Q32018,20183,2018
7/8/2018 0:00,7/8/2018,Jul-2018,201807,23,0,,7/6/2018 0:00,,135,,27,7/2/2018 0:00,,Q32018,20183,2018
7/9/2018 0:00,7/9/2018,Jul-2018,201807,23,1,7/9/2018 0:00,7/9/2018 0:00,137,136,6,28,7/9/2018 0:00,7/6/2018 0:00,Q32018,20183,2018
7/10/2018 0:00,7/10/2018,Jul-2018,201807,23,1,7/10/2018 0:00,7/10/2018 0:00,138,137,7,28,7/9/2018 0:00,7/9/2018 0:00,Q32018,20183,2018
7/11/2018 0:00,7/11/2018,Jul-2018,201807,23,1,7/11/2018 0:00,7/11/2018 0:00,139,138,8,28,7/9/2018 0:00,7/10/2018 0:00,Q32018,20183,2018
7/12/2018 0:00,7/12/2018,Jul-2018,201807,23,1,7/12/2018 0:00,7/12/2018 0:00,140,139,9,28,7/9/2018 0:00,7/11/2018 0:00,Q32018,20183,2018
7/13/2018 0:00,7/13/2018,Jul-2018,201807,23,1,7/13/2018 0:00,7/13/2018 0:00,141,140,10,28,7/9/2018 0:00,7/12/2018 0:00,Q32018,20183,2018
7/14/2018 0:00,7/14/2018,Jul-2018,201807,23,0,,7/13/2018 0:00,,140,,28,7/9/2018 0:00,,Q32018,20183,2018
7/15/2018 0:00,7/15/2018,Jul-2018,201807,23,0,,7/13/2018 0:00,,140,,28,7/9/2018 0:00,,Q32018,20183,2018
7/16/2018 0:00,7/16/2018,Jul-2018,201807,23,1,7/16/2018 0:00,7/16/2018 0:00,142,141,11,29,7/16/2018 0:00,7/13/2018 0:00,Q32018,20183,2018
7/17/2018 0:00,7/17/2018,Jul-2018,201807,23,1,7/17/2018 0:00,7/17/2018 0:00,143,142,12,29,7/16/2018 0:00,7/16/2018 0:00,Q32018,20183,2018
7/18/2018 0:00,7/18/2018,Jul-2018,201807,23,1,7/18/2018 0:00,7/18/2018 0:00,144,143,13,29,7/16/2018 0:00,7/17/2018 0:00,Q32018,20183,2018
7/19/2018 0:00,7/19/2018,Jul-2018,201807,23,1,7/19/2018 0:00,7/19/2018 0:00,145,144,14,29,7/16/2018 0:00,7/18/2018 0:00,Q32018,20183,2018
7/20/2018 0:00,7/20/2018,Jul-2018,201807,23,1,7/20/2018 0:00,7/20/2018 0:00,146,145,15,29,7/16/2018 0:00,7/19/2018 0:00,Q32018,20183,2018
7/21/2018 0:00,7/21/2018,Jul-2018,201807,23,0,,7/20/2018 0:00,,145,,29,7/16/2018 0:00,,Q32018,20183,2018
7/22/2018 0:00,7/22/2018,Jul-2018,201807,23,0,,7/20/2018 0:00,,145,,29,7/16/2018 0:00,,Q32018,20183,2018
7/23/2018 0:00,7/23/2018,Jul-2018,201807,23,1,7/23/2018 0:00,7/23/2018 0:00,147,146,16,30,7/23/2018 0:00,7/20/2018 0:00,Q32018,20183,2018
7/24/2018 0:00,7/24/2018,Jul-2018,201807,23,1,7/24/2018 0:00,7/24/2018 0:00,148,147,17,30,7/23/2018 0:00,7/23/2018 0:00,Q32018,20183,2018
7/25/2018 0:00,7/25/2018,Jul-2018,201807,23,1,7/25/2018 0:00,7/25/2018 0:00,149,148,18,30,7/23/2018 0:00,7/24/2018 0:00,Q32018,20183,2018
7/26/2018 0:00,7/26/2018,Jul-2018,201807,23,1,7/26/2018 0:00,7/26/2018 0:00,150,149,19,30,7/23/2018 0:00,7/25/2018 0:00,Q32018,20183,2018
7/27/2018 0:00,7/27/2018,Jul-2018,201807,23,1,7/27/2018 0:00,7/27/2018 0:00,151,150,20,30,7/23/2018 0:00,7/26/2018 0:00,Q32018,20183,2018
7/28/2018 0:00,7/28/2018,Jul-2018,201807,23,0,,7/27/2018 0:00,,150,,30,7/23/2018 0:00,,Q32018,20183,2018
7/29/2018 0:00,7/29/2018,Jul-2018,201807,23,0,,7/27/2018 0:00,,150,,30,7/23/2018 0:00,,Q32018,20183,2018
7/30/2018 0:00,7/30/2018,Jul-2018,201807,23,1,7/30/2018 0:00,7/30/2018 0:00,152,151,21,31,7/30/2018 0:00,7/27/2018 0:00,Q32018,20183,2018
7/31/2018 0:00,7/31/2018,Jul-2018,201807,23,1,7/31/2018 0:00,7/31/2018 0:00,153,152,22,31,7/30/2018 0:00,7/30/2018 0:00,Q32018,20183,2018
8/1/2018 0:00,8/1/2018,Aug-2018,201808,22,1,8/1/2018 0:00,8/1/2018 0:00,154,153,1,31,7/30/2018 0:00,7/31/2018 0:00,Q32018,20183,2018
8/2/2018 0:00,8/2/2018,Aug-2018,201808,22,1,8/2/2018 0:00,8/2/2018 0:00,155,154,2,31,7/30/2018 0:00,8/1/2018 0:00,Q32018,20183,2018
8/3/2018 0:00,8/3/2018,Aug-2018,201808,22,1,8/3/2018 0:00,8/3/2018 0:00,156,155,3,31,7/30/2018 0:00,8/2/2018 0:00,Q32018,20183,2018
8/4/2018 0:00,8/4/2018,Aug-2018,201808,22,0,,8/3/2018 0:00,,155,,31,7/30/2018 0:00,,Q32018,20183,2018
8/5/2018 0:00,8/5/2018,Aug-2018,201808,22,0,,8/3/2018 0:00,,155,,31,7/30/2018 0:00,,Q32018,20183,2018
8/6/2018 0:00,8/6/2018,Aug-2018,201808,22,1,8/6/2018 0:00,8/6/2018 0:00,157,156,4,32,8/6/2018 0:00,8/3/2018 0:00,Q32018,20183,2018
8/7/2018 0:00,8/7/2018,Aug-2018,201808,22,1,8/7/2018 0:00,8/7/2018 0:00,158,157,5,32,8/6/2018 0:00,8/6/2018 0:00,Q32018,20183,2018
8/8/2018 0:00,8/8/2018,Aug-2018,201808,22,1,8/8/2018 0:00,8/8/2018 0:00,159,158,6,32,8/6/2018 0:00,8/7/2018 0:00,Q32018,20183,2018
8/9/2018 0:00,8/9/2018,Aug-2018,201808,22,1,8/9/2018 0:00,8/9/2018 0:00,160,159,7,32,8/6/2018 0:00,8/8/2018 0:00,Q32018,20183,2018
8/10/2018 0:00,8/10/2018,Aug-2018,201808,22,1,8/10/2018 0:00,8/10/2018 0:00,161,160,8,32,8/6/2018 0:00,8/9/2018 0:00,Q32018,20183,2018
8/11/2018 0:00,8/11/2018,Aug-2018,201808,22,0,,8/10/2018 0:00,,160,,32,8/6/2018 0:00,,Q32018,20183,2018
8/12/2018 0:00,8/12/2018,Aug-2018,201808,22,0,,8/10/2018 0:00,,160,,32,8/6/2018 0:00,,Q32018,20183,2018
8/13/2018 0:00,8/13/2018,Aug-2018,201808,22,1,8/13/2018 0:00,8/13/2018 0:00,162,161,9,33,8/13/2018 0:00,8/10/2018 0:00,Q32018,20183,2018
8/14/2018 0:00,8/14/2018,Aug-2018,201808,22,1,8/14/2018 0:00,8/14/2018 0:00,163,162,10,33,8/13/2018 0:00,8/13/2018 0:00,Q32018,20183,2018
8/15/2018 0:00,8/15/2018,Aug-2018,201808,22,1,8/15/2018 0:00,8/15/2018 0:00,164,163,11,33,8/13/2018 0:00,8/14/2018 0:00,Q32018,20183,2018
8/16/2018 0:00,8/16/2018,Aug-2018,201808,22,1,8/16/2018 0:00,8/16/2018 0:00,165,164,12,33,8/13/2018 0:00,8/15/2018 0:00,Q32018,20183,2018
8/17/2018 0:00,8/17/2018,Aug-2018,201808,22,1,8/17/2018 0:00,8/17/2018 0:00,166,165,13,33,8/13/2018 0:00,8/16/2018 0:00,Q32018,20183,2018
8/18/2018 0:00,8/18/2018,Aug-2018,201808,22,0,,8/17/2018 0:00,,165,,33,8/13/2018 0:00,,Q32018,20183,2018
8/19/2018 0:00,8/19/2018,Aug-2018,201808,22,0,,8/17/2018 0:00,,165,,33,8/13/2018 0:00,,Q32018,20183,2018
8/20/2018 0:00,8/20/2018,Aug-2018,201808,22,1,8/20/2018 0:00,8/20/2018 0:00,167,166,14,34,8/20/2018 0:00,8/17/2018 0:00,Q32018,20183,2018
8/21/2018 0:00,8/21/2018,Aug-2018,201808,22,1,8/21/2018 0:00,8/21/2018 0:00,168,167,15,34,8/20/2018 0:00,8/20/2018 0:00,Q32018,20183,2018
8/22/2018 0:00,8/22/2018,Aug-2018,201808,22,1,8/22/2018 0:00,8/22/2018 0:00,169,168,16,34,8/20/2018 0:00,8/21/2018 0:00,Q32018,20183,2018
8/23/2018 0:00,8/23/2018,Aug-2018,201808,22,1,8/23/2018 0:00,8/23/2018 0:00,170,169,17,34,8/20/2018 0:00,8/22/2018 0:00,Q32018,20183,2018
8/24/2018 0:00,8/24/2018,Aug-2018,201808,22,1,8/24/2018 0:00,8/24/2018 0:00,171,170,18,34,8/20/2018 0:00,8/23/2018 0:00,Q32018,20183,2018
8/25/2018 0:00,8/25/2018,Aug-2018,201808,22,0,,8/24/2018 0:00,,170,,34,8/20/2018 0:00,,Q32018,20183,2018
8/26/2018 0:00,8/26/2018,Aug-2018,201808,22,0,,8/24/2018 0:00,,170,,34,8/20/2018 0:00,,Q32018,20183,2018
8/27/2018 0:00,8/27/2018,Aug-2018,201808,22,1,8/27/2018 0:00,8/27/2018 0:00,172,171,19,35,8/27/2018 0:00,8/24/2018 0:00,Q32018,20183,2018
8/28/2018 0:00,8/28/2018,Aug-2018,201808,22,1,8/28/2018 0:00,8/28/2018 0:00,173,172,20,35,8/27/2018 0:00,8/27/2018 0:00,Q32018,20183,2018
8/29/2018 0:00,8/29/2018,Aug-2018,201808,22,1,8/29/2018 0:00,8/29/2018 0:00,174,173,21,35,8/27/2018 0:00,8/28/2018 0:00,Q32018,20183,2018
8/30/2018 0:00,8/30/2018,Aug-2018,201808,22,1,8/30/2018 0:00,8/30/2018 0:00,175,174,22,35,8/27/2018 0:00,8/29/2018 0:00,Q32018,20183,2018
8/31/2018 0:00,8/31/2018,Aug-2018,201808,22,1,8/31/2018 0:00,8/31/2018 0:00,176,175,23,35,8/27/2018 0:00,8/30/2018 0:00,Q32018,20183,2018
9/1/2018 0:00,9/1/2018,Sep-2018,201809,21,0,,8/31/2018 0:00,,175,,35,8/27/2018 0:00,,Q32018,20183,2018
9/2/2018 0:00,9/2/2018,Sep-2018,201809,21,0,,8/31/2018 0:00,,175,,35,8/27/2018 0:00,,Q32018,20183,2018
9/3/2018 0:00,9/3/2018,Sep-2018,201809,21,1,9/3/2018 0:00,9/3/2018 0:00,177,176,1,36,9/3/2018 0:00,8/31/2018 0:00,Q32018,20183,2018
9/4/2018 0:00,9/4/2018,Sep-2018,201809,21,1,9/4/2018 0:00,9/4/2018 0:00,178,177,2,36,9/3/2018 0:00,9/3/2018 0:00,Q32018,20183,2018
9/5/2018 0:00,9/5/2018,Sep-2018,201809,21,1,9/5/2018 0:00,9/5/2018 0:00,179,178,3,36,9/3/2018 0:00,9/4/2018 0:00,Q32018,20183,2018
9/6/2018 0:00,9/6/2018,Sep-2018,201809,21,1,9/6/2018 0:00,9/6/2018 0:00,180,179,4,36,9/3/2018 0:00,9/5/2018 0:00,Q32018,20183,2018
9/7/2018 0:00,9/7/2018,Sep-2018,201809,21,1,9/7/2018 0:00,9/7/2018 0:00,181,180,5,36,9/3/2018 0:00,9/6/2018 0:00,Q32018,20183,2018
9/8/2018 0:00,9/8/2018,Sep-2018,201809,21,0,,9/7/2018 0:00,,180,,36,9/3/2018 0:00,,Q32018,20183,2018
9/9/2018 0:00,9/9/2018,Sep-2018,201809,21,0,,9/7/2018 0:00,,180,,36,9/3/2018 0:00,,Q32018,20183,2018
9/10/2018 0:00,9/10/2018,Sep-2018,201809,21,1,9/10/2018 0:00,9/10/2018 0:00,182,181,6,37,9/10/2018 0:00,9/7/2018 0:00,Q32018,20183,2018
9/11/2018 0:00,9/11/2018,Sep-2018,201809,21,1,9/11/2018 0:00,9/11/2018 0:00,183,182,7,37,9/10/2018 0:00,9/10/2018 0:00,Q32018,20183,2018
9/12/2018 0:00,9/12/2018,Sep-2018,201809,21,1,9/12/2018 0:00,9/12/2018 0:00,184,183,8,37,9/10/2018 0:00,9/11/2018 0:00,Q32018,20183,2018
9/13/2018 0:00,9/13/2018,Sep-2018,201809,21,1,9/13/2018 0:00,9/13/2018 0:00,185,184,9,37,9/10/2018 0:00,9/12/2018 0:00,Q32018,20183,2018
9/14/2018 0:00,9/14/2018,Sep-2018,201809,21,1,9/14/2018 0:00,9/14/2018 0:00,186,185,10,37,9/10/2018 0:00,9/13/2018 0:00,Q32018,20183,2018
9/15/2018 0:00,9/15/2018,Sep-2018,201809,21,0,,9/14/2018 0:00,,185,,37,9/10/2018 0:00,,Q32018,20183,2018
9/16/2018 0:00,9/16/2018,Sep-2018,201809,21,0,,9/14/2018 0:00,,185,,37,9/10/2018 0:00,,Q32018,20183,2018
9/17/2018 0:00,9/17/2018,Sep-2018,201809,21,1,9/17/2018 0:00,9/17/2018 0:00,187,186,11,38,9/17/2018 0:00,9/14/2018 0:00,Q32018,20183,2018
9/18/2018 0:00,9/18/2018,Sep-2018,201809,21,1,9/18/2018 0:00,9/18/2018 0:00,188,187,12,38,9/17/2018 0:00,9/17/2018 0:00,Q32018,20183,2018
9/19/2018 0:00,9/19/2018,Sep-2018,201809,21,1,9/19/2018 0:00,9/19/2018 0:00,189,188,13,38,9/17/2018 0:00,9/18/2018 0:00,Q32018,20183,2018
9/20/2018 0:00,9/20/2018,Sep-2018,201809,21,1,9/20/2018 0:00,9/20/2018 0:00,190,189,14,38,9/17/2018 0:00,9/19/2018 0:00,Q32018,20183,2018
9/21/2018 0:00,9/21/2018,Sep-2018,201809,21,1,9/21/2018 0:00,9/21/2018 0:00,191,190,15,38,9/17/2018 0:00,9/20/2018 0:00,Q32018,20183,2018
9/22/2018 0:00,9/22/2018,Sep-2018,201809,21,0,,9/21/2018 0:00,,190,,38,9/17/2018 0:00,,Q32018,20183,2018
9/23/2018 0:00,9/23/2018,Sep-2018,201809,21,0,,9/21/2018 0:00,,190,,38,9/17/2018 0:00,,Q32018,20183,2018
9/24/2018 0:00,9/24/2018,Sep-2018,201809,21,1,9/24/2018 0:00,9/24/2018 0:00,192,191,16,39,9/24/2018 0:00,9/21/2018 0:00,Q32018,20183,2018
9/25/2018 0:00,9/25/2018,Sep-2018,201809,21,1,9/25/2018 0:00,9/25/2018 0:00,193,192,17,39,9/24/2018 0:00,9/24/2018 0:00,Q32018,20183,2018
9/26/2018 0:00,9/26/2018,Sep-2018,201809,21,1,9/26/2018 0:00,9/26/2018 0:00,194,193,18,39,9/24/2018 0:00,9/25/2018 0:00,Q32018,20183,2018
9/27/2018 0:00,9/27/2018,Sep-2018,201809,21,1,9/27/2018 0:00,9/27/2018 0:00,195,194,19,39,9/24/2018 0:00,9/26/2018 0:00,Q32018,20183,2018
9/28/2018 0:00,9/28/2018,Sep-2018,201809,21,1,9/28/2018 0:00,9/28/2018 0:00,196,195,20,39,9/24/2018 0:00,9/27/2018 0:00,Q32018,20183,2018
9/29/2018 0:00,9/29/2018,Sep-2018,201809,21,0,,9/28/2018 0:00,,195,,39,9/24/2018 0:00,,Q32018,20183,2018
9/30/2018 0:00,9/30/2018,Sep-2018,201809,21,0,,9/28/2018 0:00,,195,,39,9/24/2018 0:00,,Q32018,20183,2018
10/1/2018 0:00,10/1/2018,Oct-2018,201810,20,1,10/1/2018 0:00,10/1/2018 0:00,197,196,1,40,10/1/2018 0:00,9/28/2018 0:00,Q42018,20184,2018
10/2/2018 0:00,10/2/2018,Oct-2018,201810,20,1,10/2/2018 0:00,10/2/2018 0:00,198,197,2,40,10/1/2018 0:00,10/1/2018 0:00,Q42018,20184,2018
10/3/2018 0:00,10/3/2018,Oct-2018,201810,20,1,10/3/2018 0:00,10/3/2018 0:00,199,198,3,40,10/1/2018 0:00,10/2/2018 0:00,Q42018,20184,2018
10/4/2018 0:00,10/4/2018,Oct-2018,201810,20,1,10/4/2018 0:00,10/4/2018 0:00,200,199,4,40,10/1/2018 0:00,10/3/2018 0:00,Q42018,20184,2018
10/5/2018 0:00,10/5/2018,Oct-2018,201810,20,1,10/5/2018 0:00,10/5/2018 0:00,201,200,5,40,10/1/2018 0:00,10/4/2018 0:00,Q42018,20184,2018
10/6/2018 0:00,10/6/2018,Oct-2018,201810,20,0,,10/5/2018 0:00,,200,,40,10/1/2018 0:00,,Q42018,20184,2018
10/7/2018 0:00,10/7/2018,Oct-2018,201810,20,0,,10/5/2018 0:00,,200,,40,10/1/2018 0:00,,Q42018,20184,2018
10/8/2018 0:00,10/8/2018,Oct-2018,201810,20,1,10/8/2018 0:00,10/8/2018 0:00,202,201,6,41,10/8/2018 0:00,10/5/2018 0:00,Q42018,20184,2018
10/9/2018 0:00,10/9/2018,Oct-2018,201810,20,1,10/9/2018 0:00,10/9/2018 0:00,203,202,7,41,10/8/2018 0:00,10/8/2018 0:00,Q42018,20184,2018
10/10/2018 0:00,10/10/2018,Oct-2018,201810,20,1,10/10/2018 0:00,10/10/2018 0:00,204,203,8,41,10/8/2018 0:00,10/9/2018 0:00,Q42018,20184,2018
10/11/2018 0:00,10/11/2018,Oct-2018,201810,20,1,10/11/2018 0:00,10/11/2018 0:00,205,204,9,41,10/8/2018 0:00,10/10/2018 0:00,Q42018,20184,2018
10/12/2018 0:00,10/12/2018,Oct-2018,201810,20,1,10/12/2018 0:00,10/12/2018 0:00,206,205,10,41,10/8/2018 0:00,10/11/2018 0:00,Q42018,20184,2018
10/13/2018 0:00,10/13/2018,Oct-2018,201810,20,0,,10/12/2018 0:00,,205,,41,10/8/2018 0:00,,Q42018,20184,2018
10/14/2018 0:00,10/14/2018,Oct-2018,201810,20,0,,10/12/2018 0:00,,205,,41,10/8/2018 0:00,,Q42018,20184,2018
10/15/2018 0:00,10/15/2018,Oct-2018,201810,20,1,10/15/2018 0:00,10/15/2018 0:00,207,206,11,42,10/15/2018 0:00,10/12/2018 0:00,Q42018,20184,2018
10/16/2018 0:00,10/16/2018,Oct-2018,201810,20,1,10/16/2018 0:00,10/16/2018 0:00,208,207,12,42,10/15/2018 0:00,10/15/2018 0:00,Q42018,20184,2018
10/17/2018 0:00,10/17/2018,Oct-2018,201810,20,1,10/17/2018 0:00,10/17/2018 0:00,209,208,13,42,10/15/2018 0:00,10/16/2018 0:00,Q42018,20184,2018
10/18/2018 0:00,10/18/2018,Oct-2018,201810,20,1,10/18/2018 0:00,10/18/2018 0:00,210,209,14,42,10/15/2018 0:00,10/17/2018 0:00,Q42018,20184,2018
10/19/2018 0:00,10/19/2018,Oct-2018,201810,20,1,10/19/2018 0:00,10/19/2018 0:00,211,210,15,42,10/15/2018 0:00,10/18/2018 0:00,Q42018,20184,2018
10/20/2018 0:00,10/20/2018,Oct-2018,201810,20,0,,10/19/2018 0:00,,210,,42,10/15/2018 0:00,,Q42018,20184,2018
10/21/2018 0:00,10/21/2018,Oct-2018,201810,20,0,,10/19/2018 0:00,,210,,42,10/15/2018 0:00,,Q42018,20184,2018
10/22/2018 0:00,10/22/2018,Oct-2018,201810,20,1,10/22/2018 0:00,10/22/2018 0:00,212,211,16,43,10/22/2018 0:00,10/19/2018 0:00,Q42018,20184,2018
10/23/2018 0:00,10/23/2018,Oct-2018,201810,20,1,10/23/2018 0:00,10/23/2018 0:00,213,212,17,43,10/22/2018 0:00,10/22/2018 0:00,Q42018,20184,2018
10/24/2018 0:00,10/24/2018,Oct-2018,201810,20,1,10/24/2018 0:00,10/24/2018 0:00,214,213,18,43,10/22/2018 0:00,10/23/2018 0:00,Q42018,20184,2018
10/25/2018 0:00,10/25/2018,Oct-2018,201810,20,1,10/25/2018 0:00,10/25/2018 0:00,215,214,19,43,10/22/2018 0:00,10/24/2018 0:00,Q42018,20184,2018
10/26/2018 0:00,10/26/2018,Oct-2018,201810,20,1,10/26/2018 0:00,10/26/2018 0:00,216,215,20,43,10/22/2018 0:00,10/25/2018 0:00,Q42018,20184,2018
10/27/2018 0:00,10/27/2018,Oct-2018,201810,20,0,,10/26/2018 0:00,,215,,43,10/22/2018 0:00,,Q42018,20184,2018
10/28/2018 0:00,10/28/2018,Oct-2018,201810,20,0,,10/26/2018 0:00,,215,,43,10/22/2018 0:00,,Q42018,20184,2018
10/29/2018 0:00,10/29/2018,Oct-2018,201810,20,1,10/29/2018 0:00,10/29/2018 0:00,217,216,21,44,10/29/2018 0:00,10/26/2018 0:00,Q42018,20184,2018
10/30/2018 0:00,10/30/2018,Oct-2018,201810,20,1,10/30/2018 0:00,10/30/2018 0:00,218,217,22,44,10/29/2018 0:00,10/29/2018 0:00,Q42018,20184,2018
10/31/2018 0:00,10/31/2018,Oct-2018,201810,20,1,10/31/2018 0:00,10/31/2018 0:00,219,218,23,44,10/29/2018 0:00,10/30/2018 0:00,Q42018,20184,2018
11/1/2018 0:00,11/1/2018,Nov-2018,201811,19,1,11/1/2018 0:00,11/1/2018 0:00,220,219,1,44,10/29/2018 0:00,10/31/2018 0:00,Q42018,20184,2018
11/2/2018 0:00,11/2/2018,Nov-2018,201811,19,1,11/2/2018 0:00,11/2/2018 0:00,221,220,2,44,10/29/2018 0:00,11/1/2018 0:00,Q42018,20184,2018
11/3/2018 0:00,11/3/2018,Nov-2018,201811,19,0,,11/2/2018 0:00,,220,,44,10/29/2018 0:00,,Q42018,20184,2018
11/4/2018 0:00,11/4/2018,Nov-2018,201811,19,0,,11/2/2018 0:00,,220,,44,10/29/2018 0:00,,Q42018,20184,2018
11/5/2018 0:00,11/5/2018,Nov-2018,201811,19,1,11/5/2018 0:00,11/5/2018 0:00,222,221,3,45,11/5/2018 0:00,11/2/2018 0:00,Q42018,20184,2018
11/6/2018 0:00,11/6/2018,Nov-2018,201811,19,1,11/6/2018 0:00,11/6/2018 0:00,223,222,4,45,11/5/2018 0:00,11/5/2018 0:00,Q42018,20184,2018
11/7/2018 0:00,11/7/2018,Nov-2018,201811,19,1,11/7/2018 0:00,11/7/2018 0:00,224,223,5,45,11/5/2018 0:00,11/6/2018 0:00,Q42018,20184,2018
11/8/2018 0:00,11/8/2018,Nov-2018,201811,19,1,11/8/2018 0:00,11/8/2018 0:00,225,224,6,45,11/5/2018 0:00,11/7/2018 0:00,Q42018,20184,2018
