Order No,Item ID,Order Date,Deilvery Date,Customer Id,City Id
6768,7,9/19/2017,9/21/2017,3548,88
6769,14,5/10/2017,5/19/2017,834,24
6770,24,3/14/2017,3/15/2017,1581,71
6771,4,1/10/2017,1/13/2017,3029,22
6772,21,8/9/2017,8/12/2017,855,77
6773,12,9/5/2017,9/10/2017,334,98
6774,3,8/23/2017,8/31/2017,3081,37
6775,9,10/12/2017,10/18/2017,3334,10
6776,16,12/31/2017,1/9/2018,2756,37
6777,13,2/6/2017,2/16/2017,920,49
6778,14,11/1/2017,11/8/2017,1198,47
6779,10,3/8/2017,3/10/2017,3175,36
6780,8,8/19/2017,8/20/2017,3639,39
6781,12,2/19/2017,2/28/2017,3414,80
6782,21,1/27/2017,2/4/2017,1336,97
6783,16,7/12/2017,7/20/2017,2129,82
6784,23,1/2/2018,1/4/2018,2214,40
6785,16,8/30/2017,8/31/2017,2695,39
6786,8,11/24/2017,11/28/2017,3326,28
6787,12,11/1/2017,11/4/2017,688,52
6788,9,7/4/2017,7/11/2017,1747,32
6789,13,9/8/2017,9/11/2017,2036,80
6790,11,6/5/2017,6/14/2017,1817,95
6791,5,4/29/2017,5/8/2017,2736,4
6792,15,2/21/2017,3/2/2017,3660,78
6793,10,7/24/2017,7/27/2017,3016,12
6794,28,6/24/2017,6/29/2017,2829,8
6795,2,9/25/2017,9/27/2017,2362,15
6796,16,9/16/2017,9/25/2017,3173,98
6797,8,4/27/2017,5/3/2017,1468,21
6798,29,9/18/2017,9/24/2017,1842,66
6799,5,4/29/2017,5/6/2017,985,97
6800,22,3/17/2017,3/19/2017,3923,21
6801,12,3/22/2017,3/24/2017,202,49
6802,22,8/19/2017,8/22/2017,2929,25
6803,24,2/27/2017,2/27/2017,2121,15
6804,21,9/27/2017,10/1/2017,2121,15
6805,17,2/4/2017,2/13/2017,3507,78
6806,28,5/4/2017,5/13/2017,3866,52
6807,5,1/3/2018,1/13/2018,673,22
6808,1,8/9/2017,8/12/2017,1224,22
6809,21,2/28/2017,3/6/2017,779,51
6810,22,11/7/2017,11/14/2017,3040,36
6811,3,12/18/2017,12/26/2017,717,90
6812,6,6/3/2017,6/8/2017,1903,65
6813,28,7/30/2017,8/9/2017,273,53
6814,2,4/17/2017,4/24/2017,418,22
6815,3,9/29/2017,9/30/2017,2063,17
6816,26,7/30/2017,8/8/2017,757,10
6817,6,6/10/2017,6/15/2017,932,17
6818,16,12/20/2017,12/24/2017,3,85
6819,19,1/2/2017,1/8/2017,2192,55
6820,30,5/31/2017,5/31/2017,3788,10
6821,8,11/19/2017,11/29/2017,2223,33
6822,10,5/4/2017,5/7/2017,986,34
6823,17,8/20/2017,8/24/2017,1806,20
6824,6,1/2/2017,1/9/2017,882,27
6825,18,7/7/2017,7/14/2017,3432,83
6826,17,7/18/2017,7/24/2017,3100,43
6827,9,12/12/2017,12/16/2017,3589,22
6828,22,12/22/2017,12/24/2017,1527,44
6829,10,5/21/2017,5/25/2017,2310,49
6830,15,10/9/2017,10/18/2017,1753,78
6831,29,9/28/2017,10/2/2017,1644,19
6832,20,9/13/2017,9/14/2017,1293,32
6833,24,10/31/2017,11/4/2017,1844,61
6834,24,3/23/2017,3/27/2017,2866,28
6835,6,9/20/2017,9/26/2017,2006,34
6836,27,3/9/2017,3/16/2017,439,15
6837,18,10/10/2017,10/10/2017,3030,38
6838,9,8/28/2017,9/3/2017,2650,25
6839,6,3/29/2017,4/2/2017,2975,31
6840,18,1/30/2017,2/1/2017,268,43
6841,20,1/12/2017,1/20/2017,367,80
6842,7,4/30/2017,5/4/2017,3624,23
6843,17,6/16/2017,6/19/2017,2466,20
6844,5,4/7/2017,4/9/2017,2625,59
6845,27,6/26/2017,7/1/2017,928,92
6846,20,10/7/2017,10/10/2017,750,39
6847,19,6/5/2017,6/10/2017,3441,85
6848,1,3/4/2017,3/12/2017,2439,20
6849,7,2/23/2017,2/24/2017,3764,38
6850,15,1/16/2017,1/25/2017,2693,60
6851,27,7/22/2017,7/26/2017,2828,42
6852,1,1/26/2017,2/3/2017,429,56
6853,5,1/22/2017,1/23/2017,2096,17
6854,23,3/20/2017,3/20/2017,1277,54
6855,19,10/24/2017,11/1/2017,2181,91
6856,15,8/1/2017,8/1/2017,556,47
6857,1,3/3/2017,3/12/2017,3785,16
6858,22,12/11/2017,12/16/2017,3729,11
6859,1,1/18/2017,1/20/2017,3094,19
6860,3,7/7/2017,7/14/2017,3398,36
6861,27,3/25/2017,3/28/2017,365,82
6862,5,4/7/2017,4/17/2017,3033,2
6863,19,2/3/2017,2/11/2017,816,26
6864,22,12/12/2017,12/13/2017,1823,30
6865,3,2/22/2017,3/1/2017,535,34
6866,13,6/14/2017,6/24/2017,1434,34
6867,4,5/7/2017,5/8/2017,3595,82
6868,12,4/11/2017,4/21/2017,2368,28
6869,9,11/20/2017,11/23/2017,3178,26
6870,19,6/29/2017,7/6/2017,2297,21
6871,5,12/2/2017,12/9/2017,3961,21
6872,1,7/23/2017,7/27/2017,3617,30
6873,30,5/1/2017,5/7/2017,622,38
6874,5,5/5/2017,5/10/2017,2422,34
6875,18,2/8/2017,2/15/2017,2301,40
6876,17,5/27/2017,5/29/2017,2372,41
6877,13,11/25/2017,11/26/2017,2367,6
6878,10,3/17/2017,3/21/2017,2757,15
6879,6,7/4/2017,7/6/2017,1857,60
6880,12,9/28/2017,10/7/2017,3440,15
6881,14,3/19/2017,3/25/2017,83,42
6882,29,8/14/2017,8/23/2017,2871,49
6883,28,2/21/2017,2/25/2017,2870,53
6884,20,4/13/2017,4/14/2017,1477,94
6885,20,7/3/2017,7/5/2017,2057,57
6886,28,8/28/2017,9/3/2017,1571,88
6887,7,3/16/2017,3/24/2017,113,39
6888,20,8/28/2017,8/29/2017,1332,74
6889,15,6/14/2017,6/18/2017,1999,21
6890,19,4/30/2017,5/10/2017,109,80
6891,4,10/6/2017,10/11/2017,1192,82
6892,12,12/19/2017,12/28/2017,492,96
6893,2,2/20/2017,2/22/2017,3630,74
6894,26,1/7/2017,1/14/2017,1313,2
6895,24,8/10/2017,8/14/2017,2958,21
6896,10,1/2/2018,1/9/2018,3881,31
6897,20,4/8/2017,4/9/2017,450,68
6898,22,10/13/2017,10/23/2017,392,37
6899,2,12/12/2017,12/19/2017,2560,42
6900,1,3/28/2017,3/28/2017,742,87
6901,10,8/25/2017,8/31/2017,1383,85
6902,4,7/3/2017,7/7/2017,2059,52
6903,29,4/21/2017,4/27/2017,1541,71
6904,5,6/30/2017,7/1/2017,1516,1
6905,26,5/22/2017,5/28/2017,1905,92
6906,13,6/20/2017,6/21/2017,2474,16
6907,6,12/22/2017,12/29/2017,1072,90
6908,21,2/4/2017,2/14/2017,322,18
6909,4,3/31/2017,4/8/2017,183,50
6910,7,5/9/2017,5/19/2017,1549,82
6911,27,9/1/2017,9/7/2017,1586,35
6912,7,9/8/2017,9/18/2017,739,46
6913,25,1/24/2017,1/24/2017,1674,63
6914,2,7/23/2017,7/29/2017,2300,30
6915,7,2/11/2017,2/20/2017,2037,66
6916,21,9/24/2017,9/30/2017,3215,31
6917,9,11/18/2017,11/22/2017,1431,99
6918,25,6/25/2017,6/28/2017,587,70
6919,22,10/13/2017,10/14/2017,1691,31
6920,8,5/12/2017,5/14/2017,240,100
6921,17,7/11/2017,7/21/2017,1916,74
6922,18,5/23/2017,5/26/2017,1024,41
6923,27,8/24/2017,8/26/2017,1084,69
6924,7,2/5/2017,2/7/2017,201,63
6925,22,4/27/2017,5/4/2017,41,44
6926,4,2/24/2017,2/26/2017,643,41
6927,21,2/6/2017,2/11/2017,1024,41
6928,7,2/26/2017,3/4/2017,2710,6
6929,1,4/21/2017,4/24/2017,2541,48
6930,12,12/27/2017,12/30/2017,2365,17
6931,5,1/25/2017,2/3/2017,266,24
6932,11,10/13/2017,10/17/2017,2521,28
6933,3,1/25/2017,1/30/2017,3230,69
6934,27,10/19/2017,10/24/2017,3160,92
6935,25,4/30/2017,5/4/2017,969,40
6936,5,7/26/2017,8/4/2017,2363,23
6937,5,2/1/2017,2/10/2017,1240,85
6938,30,9/11/2017,9/15/2017,628,7
6939,3,11/30/2017,12/3/2017,2692,13
6940,4,5/25/2017,5/27/2017,3380,50
6941,28,12/5/2017,12/7/2017,1170,74
6942,24,2/6/2017,2/12/2017,3834,32
6943,6,8/11/2017,8/13/2017,3196,97
6944,18,8/25/2017,8/30/2017,1866,74
6945,9,1/29/2017,1/31/2017,2782,39
6946,10,12/12/2017,12/16/2017,3454,35
6947,18,4/10/2017,4/18/2017,659,22
6948,29,5/5/2017,5/11/2017,360,43
6949,7,3/9/2017,3/10/2017,1265,17
6950,18,9/14/2017,9/17/2017,2958,21
6951,23,1/14/2017,1/21/2017,1767,87
6952,29,3/11/2017,3/18/2017,3407,55
6953,14,8/21/2017,8/24/2017,1658,83
6954,20,1/2/2017,1/9/2017,1113,50
6955,29,12/5/2017,12/13/2017,2051,9
6956,28,8/14/2017,8/19/2017,1555,3
6957,7,1/6/2017,1/10/2017,48,9
6958,4,12/19/2017,12/21/2017,2956,56
6959,15,3/7/2017,3/12/2017,1552,94
6960,10,12/31/2017,1/6/2018,2078,51
6961,11,3/26/2017,3/27/2017,1042,5
6962,17,1/22/2017,1/25/2017,3568,56
6963,21,12/25/2017,12/31/2017,2375,4
6964,2,1/29/2017,2/2/2017,2275,35
6965,27,5/19/2017,5/22/2017,3463,9
6966,15,2/8/2017,2/8/2017,2954,32
6967,16,8/1/2017,8/6/2017,2086,78
6968,18,7/18/2017,7/21/2017,2167,32
6969,7,5/16/2017,5/16/2017,3154,43
6970,3,7/6/2017,7/14/2017,3751,45
6971,28,12/1/2017,12/1/2017,3365,1
6972,13,4/13/2017,4/23/2017,3057,51
6973,24,2/27/2017,3/3/2017,379,58
6974,21,4/23/2017,5/1/2017,909,97
6975,29,12/7/2017,12/9/2017,3962,63
6976,29,6/20/2017,6/25/2017,3371,39
6977,23,12/2/2017,12/6/2017,229,25
6978,16,2/5/2017,2/10/2017,2581,34
6979,17,10/25/2017,10/26/2017,1778,35
6980,19,2/17/2017,2/19/2017,1467,9
6981,19,9/14/2017,9/20/2017,3135,76
6982,16,1/23/2017,1/27/2017,2956,56
6983,18,6/19/2017,6/23/2017,3508,81
6984,18,9/10/2017,9/18/2017,1601,6
6985,11,9/7/2017,9/8/2017,3030,38
6986,8,3/6/2017,3/8/2017,431,18
6987,2,8/24/2017,8/25/2017,2278,24
6988,16,3/1/2017,3/11/2017,2571,27
6989,25,12/5/2017,12/8/2017,822,78
6990,21,7/27/2017,8/2/2017,3646,72
6991,12,3/16/2017,3/23/2017,507,10
6992,21,2/12/2017,2/14/2017,1294,68
6993,26,7/17/2017,7/23/2017,258,50
6994,10,10/17/2017,10/25/2017,3383,60
6995,4,12/1/2017,12/3/2017,3609,47
6996,5,5/13/2017,5/13/2017,3869,77
6997,22,11/28/2017,11/30/2017,1109,21
6998,9,8/4/2017,8/12/2017,2304,30
6999,26,9/13/2017,9/15/2017,608,96
7000,6,5/15/2017,5/17/2017,293,25
7001,29,10/29/2017,11/3/2017,681,19
7002,10,5/18/2017,5/27/2017,3813,67
7003,11,5/16/2017,5/20/2017,2693,60
7004,4,7/20/2017,7/22/2017,3879,22
7005,24,2/18/2017,2/27/2017,1842,66
7006,9,12/20/2017,12/29/2017,3343,91
7007,10,2/11/2017,2/15/2017,2849,19
7008,16,11/13/2017,11/21/2017,2977,12
7009,14,12/6/2017,12/9/2017,2920,37
7010,5,3/16/2017,3/23/2017,2753,5
7011,18,6/1/2017,6/1/2017,442,64
7012,12,3/19/2017,3/26/2017,494,87
7013,14,11/18/2017,11/27/2017,2838,42
7014,3,7/23/2017,7/28/2017,1994,56
7015,1,5/25/2017,5/25/2017,920,49
7016,5,8/16/2017,8/22/2017,2044,78
7017,4,9/10/2017,9/11/2017,879,19
7018,22,9/29/2017,10/4/2017,3370,23
7019,12,6/6/2017,6/12/2017,355,13
7020,20,12/13/2017,12/16/2017,511,98
7021,26,12/31/2017,1/8/2018,1685,67
7022,15,10/8/2017,10/15/2017,1266,90
7023,11,3/14/2017,3/22/2017,2296,18
7024,29,12/17/2017,12/17/2017,2698,1
7025,26,3/17/2017,3/20/2017,376,58
7026,27,12/17/2017,12/22/2017,2320,36
7027,18,7/2/2017,7/9/2017,3305,26
7028,1,4/16/2017,4/25/2017,2444,8
7029,9,8/27/2017,8/29/2017,3901,94
7030,4,7/14/2017,7/23/2017,1322,77
7031,11,11/16/2017,11/26/2017,3781,95
7032,27,11/1/2017,11/3/2017,1040,43
7033,7,7/30/2017,8/2/2017,355,13
7034,12,2/4/2017,2/5/2017,347,59
7035,25,8/28/2017,9/2/2017,3817,84
7036,19,1/21/2017,1/23/2017,3970,37
7037,18,3/16/2017,3/19/2017,1038,15
7038,16,4/25/2017,4/26/2017,3334,10
7039,3,3/29/2017,4/4/2017,130,64
7040,7,11/8/2017,11/11/2017,2521,28
7041,7,2/18/2017,2/23/2017,939,36
7042,2,4/2/2017,4/8/2017,2109,45
7043,12,11/22/2017,11/25/2017,2777,53
7044,3,4/28/2017,5/7/2017,1529,93
7045,14,8/12/2017,8/13/2017,2962,26
7046,17,3/19/2017,3/24/2017,982,81
7047,21,9/16/2017,9/18/2017,2438,58
7048,11,8/9/2017,8/13/2017,29,75
7049,4,7/20/2017,7/26/2017,3773,1
7050,12,6/11/2017,6/13/2017,2299,29
7051,23,8/27/2017,9/6/2017,3915,61
7052,15,6/3/2017,6/11/2017,2122,91
7053,5,12/17/2017,12/23/2017,546,30
7054,7,3/18/2017,3/24/2017,1983,7
7055,16,12/15/2017,12/17/2017,649,3
7056,9,3/1/2017,3/9/2017,2843,37
7057,26,8/24/2017,8/25/2017,179,51
7058,8,8/24/2017,8/26/2017,765,6
7059,10,6/24/2017,6/28/2017,2298,47
7060,29,2/24/2017,3/6/2017,1648,35
7061,4,2/23/2017,3/2/2017,3376,94
7062,8,5/14/2017,5/24/2017,2761,33
7063,29,1/4/2017,1/5/2017,2097,54
7064,16,6/28/2017,7/3/2017,142,5
7065,18,7/20/2017,7/30/2017,2791,23
7066,5,7/5/2017,7/9/2017,1030,76
7067,27,9/3/2017,9/5/2017,3376,94
7068,18,3/2/2017,3/3/2017,1136,62
7069,16,4/11/2017,4/13/2017,400,45
7070,28,12/16/2017,12/25/2017,1817,95
7071,2,2/21/2017,2/23/2017,1447,64
7072,5,8/22/2017,8/29/2017,1452,13
7073,16,2/11/2017,2/14/2017,3015,48
7074,29,11/26/2017,12/5/2017,3836,54
7075,8,5/14/2017,5/23/2017,3422,1
7076,16,2/13/2017,2/22/2017,1463,2
7077,17,1/18/2017,1/20/2017,696,28
7078,23,2/9/2017,2/12/2017,232,46
7079,1,5/31/2017,6/1/2017,1349,53
7080,27,12/4/2017,12/6/2017,3528,74
7081,25,7/3/2017,7/9/2017,642,48
7082,17,11/6/2017,11/12/2017,479,98
7083,6,5/14/2017,5/19/2017,1133,30
7084,13,12/26/2017,12/27/2017,2206,79
7085,11,1/14/2017,1/20/2017,231,25
7086,19,9/7/2017,9/15/2017,2323,53
7087,11,4/24/2017,4/24/2017,1172,4
7088,24,8/18/2017,8/23/2017,2867,21
7089,14,1/23/2017,2/2/2017,2148,49
7090,25,7/14/2017,7/24/2017,1281,79
7091,10,2/15/2017,2/21/2017,86,86
7092,3,7/25/2017,8/2/2017,697,43
7093,7,12/18/2017,12/26/2017,1969,97
7094,22,6/27/2017,6/27/2017,2860,36
7095,17,11/9/2017,11/15/2017,1458,59
7096,8,9/1/2017,9/7/2017,1199,92
7097,25,8/21/2017,8/23/2017,1764,20
7098,20,11/8/2017,11/15/2017,3558,31
7099,2,4/17/2017,4/24/2017,1509,63
7100,28,2/17/2017,2/20/2017,1763,97
7101,19,4/15/2017,4/23/2017,2887,32
7102,6,3/19/2017,3/25/2017,768,50
7103,18,1/2/2018,1/9/2018,2051,9
7104,21,3/23/2017,3/28/2017,1871,3
7105,8,1/25/2017,2/1/2017,1417,5
7106,13,1/22/2017,1/31/2017,360,43
7107,14,2/19/2017,2/23/2017,3003,15
7108,1,6/13/2017,6/19/2017,536,4
7109,8,4/24/2017,4/26/2017,1815,29
7110,14,6/8/2017,6/11/2017,1003,61
7111,7,2/28/2017,3/7/2017,3502,94
7112,12,9/4/2017,9/11/2017,2051,9
7113,1,8/20/2017,8/23/2017,2892,34
7114,21,3/13/2017,3/18/2017,788,99
7115,8,12/12/2017,12/18/2017,2751,56
7116,4,2/26/2017,3/4/2017,961,49
7117,16,5/27/2017,5/30/2017,2971,32
7118,10,6/26/2017,7/6/2017,3546,67
7119,12,4/20/2017,4/26/2017,3215,31
7120,20,8/31/2017,9/3/2017,3621,63
7121,21,5/21/2017,5/29/2017,3107,43
7122,6,6/24/2017,7/3/2017,3731,24
7123,30,8/24/2017,8/26/2017,777,32
7124,30,2/18/2017,2/26/2017,3031,51
7125,10,6/18/2017,6/27/2017,2804,9
7126,2,4/20/2017,4/23/2017,1052,7
7127,19,8/28/2017,9/5/2017,3263,18
7128,13,11/9/2017,11/15/2017,3658,12
7129,20,9/20/2017,9/22/2017,2027,70
7130,13,12/27/2017,12/31/2017,2308,16
7131,26,1/11/2017,1/16/2017,2187,10
7132,22,8/4/2017,8/8/2017,2157,21
7133,14,10/24/2017,10/26/2017,1312,45
7134,6,12/30/2017,1/6/2018,1002,51
7135,20,11/30/2017,12/3/2017,21,17
7136,24,2/2/2017,2/6/2017,1207,94
7137,30,7/15/2017,7/20/2017,1195,66
7138,27,6/7/2017,6/16/2017,1951,31
7139,8,3/24/2017,3/30/2017,588,18
7140,3,4/15/2017,4/23/2017,3507,78
7141,13,1/29/2017,2/7/2017,2082,86
7142,5,6/1/2017,6/10/2017,248,88
7143,29,7/8/2017,7/10/2017,2816,8
7144,10,6/16/2017,6/20/2017,2782,39
7145,23,5/9/2017,5/17/2017,1951,31
7146,6,2/10/2017,2/12/2017,2398,7
7147,21,8/21/2017,8/24/2017,1197,17
7148,7,12/26/2017,12/26/2017,2694,29
7149,18,11/15/2017,11/21/2017,1215,17
7150,29,6/28/2017,7/6/2017,3009,1
7151,3,10/14/2017,10/19/2017,2536,32
7152,3,12/12/2017,12/12/2017,3533,17
7153,10,5/17/2017,5/20/2017,3477,54
7154,19,5/31/2017,6/6/2017,2894,28
7155,22,3/26/2017,4/2/2017,1614,21
7156,11,6/16/2017,6/17/2017,3984,7
7157,25,9/1/2017,9/3/2017,2384,9
7158,8,4/20/2017,4/21/2017,2327,13
7159,20,7/26/2017,7/27/2017,2307,32
7160,18,4/21/2017,4/24/2017,908,22
7161,25,8/30/2017,9/4/2017,1705,39
7162,26,5/26/2017,5/26/2017,3451,69
7163,11,6/25/2017,7/3/2017,3567,16
7164,27,6/18/2017,6/21/2017,904,96
7165,22,5/23/2017,5/23/2017,1915,34
7166,6,6/9/2017,6/10/2017,467,54
7167,25,4/19/2017,4/21/2017,3359,3
7168,19,7/14/2017,7/15/2017,1766,99
7169,25,1/19/2017,1/22/2017,1851,76
7170,2,4/18/2017,4/27/2017,1039,89
7171,8,1/7/2017,1/8/2017,3276,74
7172,20,6/19/2017,6/21/2017,2184,92
7173,7,9/16/2017,9/23/2017,3807,71
7174,5,12/4/2017,12/5/2017,480,6
7175,18,8/22/2017,8/30/2017,672,90
7176,15,5/24/2017,5/29/2017,1587,23
7177,28,6/8/2017,6/12/2017,1055,23
7178,7,1/3/2018,1/3/2018,2188,16
7179,23,5/4/2017,5/4/2017,1623,86
7180,12,11/4/2017,11/6/2017,3623,35
7181,6,5/15/2017,5/20/2017,1957,69
7182,21,5/18/2017,5/22/2017,2930,13
7183,23,11/22/2017,11/27/2017,2721,30
7184,14,5/16/2017,5/21/2017,2075,10
7185,2,11/7/2017,11/8/2017,288,95
7186,5,4/6/2017,4/11/2017,1418,93
7187,22,3/23/2017,3/27/2017,44,4
7188,10,8/20/2017,8/26/2017,3990,49
7189,4,7/10/2017,7/11/2017,1931,55
7190,3,6/3/2017,6/7/2017,1181,76
7191,9,5/24/2017,5/29/2017,3913,60
7192,3,7/1/2017,7/4/2017,2819,47
7193,30,8/13/2017,8/21/2017,1708,77
7194,21,2/24/2017,3/1/2017,1492,36
7195,19,5/13/2017,5/13/2017,3919,48
7196,7,2/2/2017,2/9/2017,2147,12
7197,13,8/6/2017,8/8/2017,274,41
7198,20,2/13/2017,2/19/2017,2270,30
7199,2,2/9/2017,2/13/2017,3943,22
7200,1,12/1/2017,12/3/2017,1802,8
7201,22,5/14/2017,5/14/2017,1791,100
7202,4,10/13/2017,10/23/2017,926,70
7203,19,11/18/2017,11/23/2017,660,5
7204,14,10/4/2017,10/13/2017,1328,67
7205,13,5/10/2017,5/17/2017,3264,21
7206,17,5/22/2017,5/31/2017,3770,80
7207,22,1/6/2017,1/14/2017,2456,26
7208,9,3/24/2017,3/30/2017,3608,95
7209,27,4/7/2017,4/13/2017,1556,67
7210,14,4/10/2017,4/19/2017,2273,47
7211,8,9/13/2017,9/19/2017,2871,49
7212,19,7/6/2017,7/7/2017,2373,10
7213,11,11/20/2017,11/23/2017,2052,9
7214,30,9/26/2017,10/3/2017,1343,83
7215,23,2/10/2017,2/15/2017,1635,80
7216,29,12/29/2017,12/29/2017,277,97
7217,30,8/20/2017,8/24/2017,1891,58
7218,13,4/23/2017,5/3/2017,3342,16
7219,12,11/16/2017,11/17/2017,3547,98
7220,1,5/22/2017,5/24/2017,3774,62
7221,22,7/23/2017,7/26/2017,3237,34
7222,23,9/5/2017,9/13/2017,3764,38
7223,14,4/21/2017,4/25/2017,1186,7
7224,20,4/3/2017,4/9/2017,2093,19
7225,30,1/5/2017,1/13/2017,3083,17
7226,16,9/19/2017,9/19/2017,3207,14
7227,29,12/31/2017,1/6/2018,2802,33
7228,19,6/13/2017,6/18/2017,43,47
7229,5,9/28/2017,10/2/2017,2141,50
7230,30,3/15/2017,3/21/2017,3530,10
7231,9,1/31/2017,2/5/2017,1042,5
7232,4,7/22/2017,7/26/2017,1801,2
7233,30,2/23/2017,3/2/2017,1987,58
7234,2,11/26/2017,11/27/2017,2636,44
7235,25,6/7/2017,6/12/2017,1358,8
7236,19,10/5/2017,10/9/2017,56,68
7237,9,11/4/2017,11/14/2017,314,15
7238,1,1/13/2017,1/13/2017,363,78
7239,10,5/8/2017,5/17/2017,291,45
7240,11,2/6/2017,2/15/2017,525,45
7241,18,7/10/2017,7/13/2017,1046,65
7242,18,6/18/2017,6/25/2017,1557,92
7243,25,6/20/2017,6/29/2017,3609,47
7244,2,7/18/2017,7/22/2017,1175,68
7245,8,1/19/2017,1/24/2017,3353,29
7246,23,7/27/2017,7/28/2017,2226,55
7247,12,5/29/2017,6/8/2017,1920,57
7248,17,7/7/2017,7/10/2017,3069,6
7249,1,11/3/2017,11/12/2017,3325,62
7250,10,7/13/2017,7/23/2017,181,75
7251,22,10/20/2017,10/25/2017,41,44
7252,28,10/9/2017,10/12/2017,3772,46
7253,20,2/17/2017,2/24/2017,1049,83
7254,11,3/8/2017,3/16/2017,1887,80
7255,14,9/19/2017,9/24/2017,265,5
7256,29,2/19/2017,2/21/2017,1478,22
7257,19,2/4/2017,2/6/2017,32,71
7258,18,1/5/2017,1/9/2017,2595,46
7259,10,5/14/2017,5/16/2017,1896,83
7260,16,9/26/2017,9/28/2017,2161,27
7261,6,9/11/2017,9/12/2017,1411,78
7262,4,3/20/2017,3/26/2017,1242,68
7263,29,5/1/2017,5/6/2017,620,63
7264,25,3/6/2017,3/12/2017,3756,82
7265,1,5/3/2017,5/5/2017,722,11
7266,4,3/18/2017,3/19/2017,3425,77
7267,8,1/31/2017,1/31/2017,2896,21
7268,18,12/23/2017,12/26/2017,2694,29
7269,11,1/29/2017,1/31/2017,3128,11
7270,4,10/9/2017,10/11/2017,2456,26
7271,21,9/29/2017,10/8/2017,1454,17
7272,13,5/27/2017,6/2/2017,44,4
7273,16,7/15/2017,7/19/2017,2296,18
7274,28,1/18/2017,1/28/2017,281,39
7275,8,8/12/2017,8/18/2017,1992,23
7276,23,11/7/2017,11/14/2017,710,37
7277,29,5/16/2017,5/22/2017,2480,35
7278,15,4/16/2017,4/20/2017,3222,34
7279,30,10/13/2017,10/18/2017,3064,22
7280,21,2/22/2017,2/26/2017,1523,68
7281,24,4/6/2017,4/7/2017,1016,95
7282,3,4/29/2017,5/5/2017,1709,52
7283,1,1/26/2017,2/2/2017,269,29
7284,22,3/16/2017,3/22/2017,2449,13
7285,16,10/21/2017,10/23/2017,632,94
7286,25,6/5/2017,6/7/2017,1803,88
7287,7,2/2/2017,2/9/2017,3379,6
7288,21,10/18/2017,10/26/2017,1477,94
7289,9,11/27/2017,11/27/2017,2349,41
7290,2,6/11/2017,6/19/2017,2756,37
7291,3,2/6/2017,2/8/2017,2853,50
7292,24,11/14/2017,11/17/2017,1835,39
7293,28,7/16/2017,7/21/2017,231,25
7294,26,1/12/2017,1/19/2017,1644,19
7295,23,9/27/2017,10/1/2017,3165,75
7296,20,2/7/2017,2/7/2017,2598,56
7297,2,12/24/2017,12/28/2017,1903,65
7298,4,11/4/2017,11/12/2017,2812,44
7299,29,1/7/2017,1/13/2017,3248,37
7300,30,12/30/2017,1/8/2018,266,24
7301,10,11/10/2017,11/20/2017,1867,88
7302,12,3/23/2017,3/23/2017,3121,37
7303,20,1/23/2017,2/2/2017,2033,49
7304,28,11/2/2017,11/8/2017,1795,90
7305,16,5/16/2017,5/25/2017,547,97
7306,27,4/22/2017,4/28/2017,2698,1
7307,19,4/19/2017,4/26/2017,340,91
7308,16,12/16/2017,12/23/2017,3932,7
7309,16,4/14/2017,4/24/2017,3149,79
7310,10,4/15/2017,4/17/2017,297,89
7311,22,12/8/2017,12/10/2017,857,47
7312,14,11/15/2017,11/25/2017,2226,55
7313,25,10/1/2017,10/9/2017,1475,35
7314,30,5/8/2017,5/11/2017,2771,57
7315,8,6/19/2017,6/23/2017,1081,1
7316,14,12/26/2017,1/1/2018,3390,95
7317,6,8/20/2017,8/28/2017,2035,22
7318,30,5/31/2017,6/8/2017,562,34
7319,12,9/5/2017,9/13/2017,751,27
7320,17,4/23/2017,5/1/2017,2829,8
7321,2,4/23/2017,4/27/2017,3509,12
7322,1,6/30/2017,7/3/2017,2345,13
7323,9,6/24/2017,6/29/2017,1386,14
7324,25,5/9/2017,5/19/2017,3411,16
7325,25,7/9/2017,7/12/2017,968,45
7326,29,5/15/2017,5/18/2017,1265,17
7327,12,2/16/2017,2/20/2017,1623,86
7328,15,12/5/2017,12/12/2017,2296,18
7329,7,5/5/2017,5/10/2017,2995,38
7330,8,11/12/2017,11/16/2017,1559,63
7331,18,5/27/2017,6/2/2017,3237,34
7332,9,4/18/2017,4/22/2017,2986,26
7333,15,11/14/2017,11/21/2017,578,68
7334,9,9/27/2017,9/27/2017,1593,71
7335,2,6/25/2017,6/29/2017,3471,31
7336,8,10/9/2017,10/19/2017,1950,19
7337,4,8/12/2017,8/13/2017,1951,31
7338,2,6/22/2017,6/26/2017,3617,30
7339,10,8/8/2017,8/9/2017,1287,89
7340,30,1/9/2017,1/9/2017,3720,63
7341,15,6/13/2017,6/17/2017,501,34
7342,16,11/24/2017,11/25/2017,3418,73
7343,16,3/14/2017,3/19/2017,702,23
7344,16,4/24/2017,4/30/2017,2327,13
7345,24,12/31/2017,1/3/2018,3256,68
7346,4,3/27/2017,4/5/2017,3291,79
7347,15,7/29/2017,8/1/2017,3937,60
7348,30,5/22/2017,5/31/2017,1849,65
7349,4,11/24/2017,11/30/2017,281,39
7350,26,6/27/2017,7/4/2017,1837,11
7351,11,2/7/2017,2/17/2017,2015,45
7352,12,10/3/2017,10/4/2017,80,22
7353,18,8/19/2017,8/25/2017,2412,18
7354,28,4/27/2017,5/2/2017,2314,4
